date,cvar_historical,mv_historical,cvar_mbb,mv_mbb,ew
2023-03-17,"[0.34999999999984577, 0.17256852469174583, 2.0903037704547776e-13, 0.1274314753089668, 0.3499999999992326]","[0.30643352987829875, 0.3324841267130323, 7.511562104360591e-09, 0.011085684530318253, 0.34999665136678854]","[0.349999999999689, 0.1675778499754807, 3.1795258539017785e-13, 0.13242215002592833, 0.34999999999858405]","[0.27798945417649856, 0.3360984441784547, 1.6773738486940569e-07, 0.035917656553983976, 0.34999427735366395]",[0.2 0.2 0.2 0.2 0.2]
2023-03-24,"[0.34999999999836046, 0.17256852450435306, 9.825467792116449e-13, 0.12743147550285724, 0.34999999999344666]","[0.2614635954579703, 0.3498920368969692, 4.5391808868872114e-07, 0.03864462609435165, 0.3499992876326204]","[0.3499999999997879, 0.1758449993031969, 1.3692175180382415e-12, 0.12415500069604, 0.34999999999960585]","[0.2665545156185275, 0.34999860962206286, 4.278844274924257e-06, 0.03344425060198952, 0.3499983453131452]",[0.2 0.2 0.2 0.2 0.2]
2023-03-31,"[0.34999999999079695, 0.23803114217764618, 1.1731534999827443e-11, 0.061968857841541436, 0.349999999978284]","[0.29111957960171003, 0.3499948592869218, 7.859180892689635e-07, 0.008887180248202267, 0.3499975949450767]","[0.3499999999877643, 0.29048089075522016, 1.3703798968750588e-11, 0.009519109259329297, 0.34999999998398273]","[0.34764639611045034, 0.3023546670809103, 5.922172296973953e-08, 1.5532922763553986e-07, 0.3499987222576888]",[0.2 0.2 0.2 0.2 0.2]
2023-04-07,"[0.34999999999924014, 0.29048089336487176, 5.077944604556166e-13, 0.009519106644409924, 0.3499999999909705]","[0.3322643806834942, 0.3177319476650179, 1.0885735101360437e-06, 6.515367914786188e-06, 0.3499960677100629]","[0.34999999999954484, 0.17256852483294385, 1.9116286055381277e-12, 0.1274314751674219, 0.34999999999817777]","[0.22496560172901617, 0.3499960384625472, 8.83755908572972e-08, 0.07503830826128371, 0.3499999631715619]",[0.2 0.2 0.2 0.2 0.2]
2023-04-14,"[0.3499999999979759, 0.17256852550432325, 1.2688366141662183e-11, 0.12743147448938985, 0.34999999999562287]","[0.26444091814789383, 0.3499979446346466, 2.5905586769582257e-07, 0.0355610441487316, 0.3499998340128604]","[0.34999999999897835, 0.23803114104882475, 1.01487696417874e-12, 0.061968858951887314, 0.3499999999992949]","[0.3499996519450091, 0.347039617644265, 9.028471833786769e-08, 3.741706055032199e-06, 0.30295689841995266]",[0.2 0.2 0.2 0.2 0.2]
2023-04-21,"[0.34999999999981396, 0.17256852466604242, 5.944677407695355e-13, 0.12743147533395746, 0.3499999999995917]","[0.3467726573175063, 0.30322518363047674, 3.058761549103289e-07, 3.5033335467330383e-06, 0.3499983498423155]","[0.3499999999996714, 0.2324898425812601, 2.2894040988194217e-12, 0.06751015741749898, 0.34999999999928016]","[0.31002558312455275, 0.3399623052163618, 1.014270640027759e-06, 1.7449309125101142e-05, 0.34999364807932026]",[0.2 0.2 0.2 0.2 0.2]
2023-04-28,"[0.34999999999929843, 0.26171650756881293, 4.904111759562974e-13, 0.03828349243230254, 0.34999999999909553]","[0.3499975264142808, 0.26181208951650614, 1.6069312461647156e-06, 0.03825162236585233, 0.3499371547721146]","[0.3499999999975447, 0.261716508251664, 1.401515829520124e-12, 0.03828349175231667, 0.3499999999970734]","[0.29953538493265647, 0.349969303245991, 4.5256004521544836e-07, 0.0004958044286546007, 0.34999905483265253]",[0.2 0.2 0.2 0.2 0.2]
2023-05-05,"[0.3499999999992876, 0.17256852524243582, 7.39406340415823e-12, 0.12743147475259128, 0.3499999999982913]","[0.34999997920055664, 0.32631806025395327, 6.412229391325373e-08, 0.0592970194442223, 0.26438487697897395]","[0.34999999998614273, 0.29048089338604527, 4.211727651833109e-12, 0.009519106630711283, 0.34999999999288917]","[0.34618407540796986, 0.30381942873718826, 5.615191163435964e-07, 4.010659702764636e-06, 0.3499919236760227]",[0.2 0.2 0.2 0.2 0.2]
2023-05-12,"[0.3499999999994097, 0.29048089334899163, 1.7237775316971807e-13, 0.009519106652613064, 0.3499999999988132]","[0.34999998271116467, 0.29048378927047347, 5.264485834670764e-07, 0.009517948362341105, 0.34999775320743737]","[0.34999999999396075, 0.2999999999566364, 2.0458733633538483e-12, 4.8851391019134956e-11, 0.34999999999850584]","[0.3499999678068201, 0.3000002692962609, 4.8967671850654235e-08, 4.543045653270775e-08, 0.34999966849879044]",[0.2 0.2 0.2 0.2 0.2]
2023-05-19,"[0.34999999941706356, 0.3000000005721548, 4.1406709696702905e-12, 8.458996932590616e-12, 0.349999999998182]","[0.3499998756504664, 0.3000001138082411, 1.842360423428597e-08, 2.6832554115403865e-07, 0.3499997237921473]","[0.34999999999937476, 0.29048089318043735, 4.488364602000794e-13, 0.009519106821176005, 0.34999999999856307]","[0.34992156632913035, 0.30022367329209365, 1.7474913877282143e-06, 3.6203850315466155e-06, 0.34984939250235697]",[0.2 0.2 0.2 0.2 0.2]
2023-05-26,"[0.3499999999991351, 0.23803114107232606, 7.374139893558121e-13, 0.061968858929171984, 0.34999999999862963]","[0.3406283184030183, 0.3093712442512015, 5.32248529160211e-07, 1.547582797602729e-07, 0.3499997503389714]","[0.34999999999978465, 0.1725685247334581, 3.2051951492820534e-12, 0.12743147526460452, 0.34999999999894765]","[0.34999993260104073, 0.30977033033940554, 7.070024302846904e-08, 1.6784314124211813e-07, 0.3402294985161693]",[0.2 0.2 0.2 0.2 0.2]
2023-06-02,"[0.3499999999312682, 0.2904808928615259, 1.8152277745537175e-11, 0.009519107294348718, 0.3499999998947054]","[0.3452579875510464, 0.30474196009820614, 6.059398647973731e-08, 7.234296105337973e-08, 0.3499999194138001]","[0.3499999999936946, 0.2904808876339365, 9.15457275443571e-12, 0.009519112394008874, 0.3499999999692055]","[0.33585279906963655, 0.31414733084605606, 1.3139503604476383e-07, 7.982144030603634e-07, 0.34999894047486824]",[0.2 0.2 0.2 0.2 0.2]
2023-06-09,"[0.34999999999921333, 0.23803114053344912, 5.279959698111882e-13, 0.06196885946886539, 0.3499999999979441]","[0.2887156924186062, 0.3499984965626813, 2.1332094779894265e-07, 0.011285757747791631, 0.349999839949973]","[0.34999999999930015, 0.17256852522161523, 3.898374731718669e-12, 0.12743147477763273, 0.34999999999755355]","[0.30120240744653076, 0.34879790244827696, 4.9278323672615066e-08, 4.546793575043456e-07, 0.3499991861475112]",[0.2 0.2 0.2 0.2 0.2]
2023-06-16,"[0.3499999999722685, 0.2617165178010866, 7.518401461939617e-12, 0.03828348223535363, 0.34999999998377274]","[0.3284899593343178, 0.32151038899350287, 3.071529283093563e-08, 2.026338594507688e-08, 0.34999960069350067]","[0.34999999999814846, 0.2904808933340366, 7.030618295928437e-13, 0.00951910666921484, 0.3499999999978972]","[0.34773142472557544, 0.3023521485387606, 3.104045599838622e-06, 4.080576103791891e-06, 0.34990924211396046]",[0.2 0.2 0.2 0.2 0.2]
2023-06-23,"[0.349999999954971, 0.23803114241140683, 1.2341340709772311e-11, 0.06196885763640131, 0.3499999999848796]","[0.3252013215013055, 0.3247989236456564, 1.1042135735384151e-07, 1.325378261047773e-07, 0.3499995118938547]","[0.34999999999847686, 0.29048089297887475, 8.064590312501112e-13, 0.009519107024122378, 0.34999999999771964]","[0.3499999257620907, 0.3032425230846142, 2.429665217059948e-08, 7.586477574057017e-08, 0.3467574509918673]",[0.2 0.2 0.2 0.2 0.2]
2023-06-30,"[0.3499999998447769, 0.29999999949991585, 2.1359360069816674e-11, 6.329682825558866e-10, 0.35000000000097986]","[0.34999781743130337, 0.30000955922812356, 4.5058896613866884e-07, 6.910996162459603e-07, 0.3499914816519907]","[0.3499999999997767, 0.17256852470411296, 2.482488148063664e-12, 0.12743147529443336, 0.3499999999991946]","[0.3052369475406669, 0.34476266193951544, 9.479678938906192e-07, 1.5231151921659214e-06, 0.3499979194367317]",[0.2 0.2 0.2 0.2 0.2]
2023-07-07,"[0.3499999999965182, 0.2904808929408916, 1.2168069856322482e-12, 0.009519107072512138, 0.3499999999888613]","[0.341426285689058, 0.30857490468967513, 2.1431224583393337e-08, 1.4298592371038447e-08, 0.3499987738914501]","[0.34999999999855014, 0.23248984200047812, 5.22181854441696e-12, 0.0675101579992248, 0.3499999999965252]","[0.31869982620829973, 0.3313001903005181, 1.2520473508282024e-07, 2.0564432445249545e-07, 0.3499996526421227]",[0.2 0.2 0.2 0.2 0.2]
2023-07-14,"[0.34999999999944553, 0.23803114069443723, 7.055484301878112e-13, 0.06196885930691951, 0.3499999999984922]","[0.2983521642188056, 0.34999910727716255, 7.182804351673139e-07, 0.0016483025038435818, 0.3499997077197531]","[0.3499999999930753, 0.23803111948260497, 5.854924368249499e-11, 0.06196888048054195, 0.3499999999852286]","[0.31744534069707037, 0.3325546568933498, 7.678891110615607e-08, 2.1593100619084658e-07, 0.3499997096896624]",[0.2 0.2 0.2 0.2 0.2]
2023-07-21,"[0.3499999999991165, 0.1758450019078812, 3.399696301399538e-11, 0.12415499805989978, 0.3499999999991055]","[0.2966315395444194, 0.34999980653768725, 2.737504758897086e-07, 0.0033685315457015804, 0.3499998486217161]","[0.3499999999993793, 0.16757785016631138, 2.352164746831283e-13, 0.13242214983505673, 0.34999999999901743]","[0.24461006573279082, 0.349993980040165, 2.096367391880003e-06, 0.05539434580725313, 0.3499995120523993]",[0.2 0.2 0.2 0.2 0.2]
2023-07-28,"[0.3499999999861134, 0.2999999999218102, 2.527712024684348e-12, 9.224095807441038e-11, 0.3499999999973077]","[0.34999904689525135, 0.30000361164462164, 1.6336452089036036e-07, 2.067537056496634e-07, 0.34999697134190044]","[0.3499999999997937, 0.2380311401562084, 2.8698291202439886e-12, 0.06196885984186831, 0.34999999999925985]","[0.31411019876931523, 0.335889800562781, 6.411869134185166e-08, 1.0010755575092418e-07, 0.34999983644165666]",[0.2 0.2 0.2 0.2 0.2]
2023-08-04,"[0.34999999998922215, 0.2617165092997525, 8.751577430046702e-12, 0.03828349071024171, 0.3499999999920321]","[0.28895631306469116, 0.3499982464920639, 2.047727560672007e-06, 0.011043704367173625, 0.34999968834851075]","[0.34999999999880743, 0.23803114057391675, 5.833254191532036e-13, 0.06196885942839733, 0.34999999999829534]","[0.32022605792798153, 0.32977406733848114, 5.9479482313111394e-08, 6.746670268627516e-08, 0.3499997477873524]",[0.2 0.2 0.2 0.2 0.2]
2023-08-11,"[0.3499999999916318, 0.23803114131526404, 2.2977291509454837e-11, 0.06196885868080426, 0.3499999999893226]","[0.3468170538963513, 0.30318328615507084, 2.25117951057555e-06, 2.1455480001575846e-06, 0.3499952632210673]","[0.3499999999983272, 0.17256852462940278, 1.3283147094004344e-12, 0.1274314753720247, 0.349999999998917]","[0.297513332471711, 0.34999893652154196, 1.9831383258905744e-06, 0.002486238658419038, 0.34999950921000206]",[0.2 0.2 0.2 0.2 0.2]
2023-08-18,"[0.3499999999949241, 0.290480893302428, 9.860550662949561e-13, 0.009519106706612055, 0.34999999999504977]","[0.3499999094616274, 0.31097216126349475, 8.829622505151398e-08, 1.2554462837044142e-07, 0.3390277154340244]","[0.34999999997567577, 0.17584500021916397, 3.381324609712461e-11, 0.1241549998042476, 0.34999999996709963]","[0.28459560939047995, 0.34999943813418205, 9.109507740235056e-06, 0.01539633383330791, 0.34999950913429007]",[0.2 0.2 0.2 0.2 0.2]
2023-08-25,"[0.3499999999975275, 0.2904808935291017, 9.523523278336413e-13, 0.009519106476664412, 0.3499999999957541]","[0.34880955516120304, 0.3011906176668657, 6.015525776303985e-07, 7.684582675342968e-07, 0.349998457161086]","[0.3499999999474338, 0.1725685251193906, 6.364181794361564e-12, 0.1274314749420052, 0.3499999999848063]","[0.2767223978964337, 0.3499999791147232, 1.0169057474035829e-07, 0.023277539654535478, 0.349999981643733]",[0.2 0.2 0.2 0.2 0.2]
2023-09-01,"[0.3499999999953537, 0.1758449990059423, 3.50004941499103e-11, 0.12415500096669681, 0.34999999999700676]","[0.3499989261295961, 0.3407683896042247, 3.4277676115838704e-06, 3.2529295577365006e-05, 0.30919672720299046]","[0.3499999999917379, 0.29048089213924566, 3.3214990261228817e-12, 0.009519107882278291, 0.34999999998341663]","[0.34608998619712095, 0.3039102846252087, 1.3370051205895767e-07, 1.4639634200150682e-07, 0.34999944908081626]",[0.2 0.2 0.2 0.2 0.2]
2023-09-08,"[0.3499999999985845, 0.17256852462885303, 9.147554320768097e-13, 0.12743147537399468, 0.349999999997653]","[0.291907713732065, 0.3499991175351509, 6.785229764485735e-07, 0.008092705018606414, 0.34999978519120123]","[0.3499999999994909, 0.1758449985903192, 1.2947585521543541e-11, 0.12415500139786717, 0.3499999999993751]","[0.28931821047535344, 0.34999882502596197, 9.42971931571823e-06, 0.010674377436533003, 0.349999157342836]",[0.2 0.2 0.2 0.2 0.2]
2023-09-15,"[0.3499999999994746, 0.23803114061419783, 3.196525778036538e-13, 0.061968859386565114, 0.34999999999944265]","[0.29992956592719444, 0.3499978102660564, 2.422723744481125e-06, 7.117091246926139e-05, 0.3499990301705353]","[0.3499999999862292, 0.1725685263554845, 1.8538702156270927e-11, 0.12743147365863722, 0.3499999999811105]","[0.29786228662192993, 0.3499996586671304, 1.0725416471458122e-06, 0.0021372501044895414, 0.349999732064803]",[0.2 0.2 0.2 0.2 0.2]
2023-09-22,"[0.34999999999092624, 0.1675778561466521, 1.6125524186175354e-11, 0.13242214385922932, 0.3499999999870669]","[0.3122807067601096, 0.33771916858546047, 4.508239927587299e-07, 7.415588290002054e-07, 0.34999893227160817]","[0.3499999999776806, 0.17584499802813125, 6.734859460230879e-11, 0.1241550019323079, 0.3499999999945317]","[0.3364932526802477, 0.3135067589065422, 2.7485295338911047e-08, 4.125474108263642e-08, 0.3499999196731736]",[0.2 0.2 0.2 0.2 0.2]
2023-09-29,"[0.3499999999858089, 0.1725685253984045, 8.719730626255465e-12, 0.12743147462143692, 0.3499999999856302]","[0.25510669054452606, 0.3499972048740322, 3.273576516212997e-06, 0.04489373959234315, 0.3499990914125823]","[0.3499999999962707, 0.2617165138047733, 2.168643782801789e-12, 0.038283486202213106, 0.34999999999457415]","[0.3369398369554893, 0.31306015810273075, 1.8906867033734026e-08, 4.416559073364813e-08, 0.34999994186932204]",[0.2 0.2 0.2 0.2 0.2]
