date,r_cvar_historical,turnover_cvar_historical,r_mv_historical,turnover_mv_historical,r_cvar_mbb,turnover_cvar_mbb,r_mv_mbb,turnover_mv_mbb,r_ew,turnover_ew
2023-01-06,0.030880180808413555,0.0,0.03418536639091909,0.0,0.03063302783869464,0.0,0.030115027506156085,0.0,0.02705853113279586,0.0
2023-01-13,0.0341183462233339,0.3057034908725217,0.032929143030417676,0.4644978600285331,0.03564757098539274,0.09266096847539049,0.03145767662455607,0.16078171497529645,0.037517352643726555,0.0
2023-01-20,0.005961829629004253,0.3057034899751997,0.0031417112486999085,0.23987633157321336,0.006038834025229671,0.0893181527330664,0.003350687027999367,0.24903301454406984,0.001161513482117993,0.0
2023-01-27,0.02585647570908141,5.352124215239168e-10,0.02035497981915181,0.06607339232716994,0.02528409002238378,0.08931815264425955,0.020407860882712396,0.23823794614936694,0.0234910847999811,0.0
2023-02-03,0.0007187459021173528,0.07075648690060263,-0.004994954580926839,0.12324821064935068,0.0007187457250405847,2.1169917180957975e-08,-0.003340682766947471,0.03494397545720142,0.01018449014024636,0.0
2023-02-10,-0.016605221730388912,0.07075648595915018,-0.014613597672055216,0.2212873452654705,-0.01660522172545643,0.07075648814821257,-0.01342635864126431,0.09077479709077155,-0.018795378976480495,0.0
2023-02-17,-0.0019776079200019615,0.07075648549325184,-0.0036723549514302385,0.03824327066065234,-0.0019776079167191677,0.07075648852360972,-0.0031831630571335047,0.21507915964647922,0.001965041337932316,0.0
2023-02-24,-0.03174162587143217,5.135124343337924e-11,-0.03086565522873652,0.10413276281478137,-0.030737385504648225,0.4984097819860195,-0.03007046250539362,0.13878847418152968,-0.030336899282802234,0.0
2023-03-03,0.026271865116344148,0.39840978114171033,0.025656097444176858,0.33866181840776116,0.027384342783873937,0.45168999711892915,0.02573980942225708,0.1790142447451151,0.025041589610907793,0.0
2023-03-10,-0.041899527821586874,0.4516900125724315,-0.041709779907017665,0.38424074334835345,-0.04194813635391359,0.43515569834230544,-0.040452205861560765,0.17822261872498868,-0.04868455053322754,0.0
2023-03-17,0.006360418345199159,0.00655296419148233,-0.003423345324086665,0.26863033956178095,0.006751031842250068,3.910233646860171e-11,-0.001922141404735101,0.01657802130937661,0.0029416517713947597,0.0
2023-03-24,0.02150586306406484,3.893279550261221e-10,0.021591069332727343,0.08993986884065716,0.021521014289817425,0.01653429865977652,0.021633769148954773,0.02781668901994501,0.01860348452369527,0.0
2023-03-31,0.030067985754293605,0.13092523536808406,0.031498681667592274,0.059518277067385994,0.03041933472597959,0.22927178292871525,0.030526080551816402,0.16218451487293284,0.032426254402024936,0.0
2023-04-07,0.0008224628632596232,0.10489950241671048,0.0010992466702836874,0.0822902074744102,-0.0009308753462930705,0.23582473186813663,0.0008023508834697793,0.24536158876286812,-0.0062057742519989745,0.0
2023-04-14,0.008957493469098484,0.23582473572362567,0.011222776665490894,0.13564858410648578,0.010005065949232821,0.13092523243399584,0.01145188638917552,0.2500681042502405,0.010105381474579556,0.0
2023-04-21,-0.00635637104600432,1.7007492528379668e-09,-0.004782160824594964,0.1646635719797993,-0.005651971464761729,0.011082596935158616,-0.00391430507347048,0.09410276249671892,-0.0026647676377899113,0.0
2023-04-28,0.0049051403372339965,0.1782959658055412,0.004903938756506884,0.0829485783683428,0.004905140324445068,0.05845333134080756,0.004034583032959649,0.0209815198049821,0.0034364017443879293,0.0
2023-05-05,0.00026857837158522467,0.17829596465438458,0.0014228818754368879,0.17110764120418587,0.0005636771939051982,0.057528770274383086,0.0005757611337831391,0.09329759886876893,-0.00021702660409381722,0.0
2023-05-12,-0.011289135963710497,0.23582473621439975,-0.011289171970710542,0.17122668413072198,-0.01144783916976286,0.01903821316805157,-0.011447840538918778,0.0076472744432360285,-0.007501425735820178,0.0
2023-05-19,0.01193540867315762,0.01903821445426293,0.011935413096170855,0.019036590244954972,0.012198381619063784,0.019038213555591932,0.011933732270315212,0.0004573549482468476,0.017852159791261805,0.0
2023-05-26,-0.001463470629459377,0.12393771900646419,-0.005107587049631284,0.018743341629418937,0.0021746051730871636,0.2358247368939586,-0.00514372197951414,0.01925004663844495,0.0035901154920721544,0.0
2023-06-02,0.01355046050160753,0.1048995036132291,0.013416468071343675,0.009259676445713523,0.013550460557404945,0.23582472581285563,0.013353390350318788,0.028294267062808475,0.017998185821158773,0.0
2023-06-09,0.007734245816651948,0.10489950469140158,0.007062102958565346,0.11308474919253435,0.007543644844006347,0.23582472483515493,0.00726197455685482,0.06930163454972757,0.008342504020302056,0.0
2023-06-16,0.02601796155017335,0.04737075454925589,0.025594200316956542,0.07954853383142305,0.025690797503401808,0.23582473622552994,0.025583750305193626,0.09307139588613424,0.023774150189871078,0.0
2023-06-23,-0.02881332105804916,0.04737075081395475,-0.029845659223843142,0.006577453265316469,-0.0298772137319527,7.106787648450641e-10,-0.030133030398904248,0.006317751164737784,-0.02668359801418925,0.0
2023-06-30,0.017951357781502274,0.12393771422725444,0.017951375059872127,0.04959478931879365,0.017611016126548237,0.23582473654952363,0.018468943912775482,0.08952595644284764,0.021917814345536347,0.0
2023-07-07,-0.011826799002973697,0.019038213182570547,-0.012111352430268181,0.017145275402021848,-0.011034023767117387,0.11984263459820904,-0.012520628076871064,0.026929223746047688,-0.011952131650175259,0.0
2023-07-14,0.03443618562539377,0.1048995044939312,0.034857216600541543,0.08614824294050454,0.03443618548838363,0.011082555070908544,0.03485648346340613,0.0025090678541064533,0.03521338962856957,0.0
2023-07-21,-0.00453328250985609,0.12437227757377009,-0.0022438599257015514,0.0034421384086912414,-0.004622069437140797,0.14090653874921522,-0.0018354160673081507,0.14567094520308554,-0.0005689406294260736,0.0
2023-07-28,0.01921325376732668,0.24830999602785803,0.01921321317530492,0.10673501470166419,0.020110830948488326,0.14090657998637687,0.018030494539757913,0.13900091485156368,0.017308595858680234,0.0
2023-08-04,-0.028931375498018535,0.07656698125466668,-0.02879467962886196,0.12208546766112052,-0.028911924170949555,8.354165963933488e-10,-0.02888525028262823,0.012231718317332552,-0.0258105538709704,0.0
2023-08-11,-0.010547222524193687,0.04737073597439584,-0.009522794038697872,0.11572188856722006,-0.011548588670217179,0.13092523188998823,-0.0083748201930187,0.045425928067241585,-0.011942372251949607,0.0
2023-08-18,-0.027262398977693586,0.1048995039923669,-0.027482736176163272,0.021943461347400207,-0.02613085263632351,0.006552951244492039,-0.027368053866229102,0.02583544631388637,-0.027784349072992764,0.0
