Date,EEM,EFA,IWM,QQQ,SPY
2020-01-10,0.014582391873866118,0.002594929754147657,-0.001454347544942003,0.01964885400014804,0.010183161690566322
2020-01-17,0.013940640385844194,0.013302202947835795,0.025033850293487703,0.022409181382571752,0.01897698223862143
2020-01-24,-0.03589519313250822,-0.012726224427753507,-0.022006259856397925,-0.0030489096774095614,-0.009625607642644418
2020-01-31,-0.05744854237009411,-0.029351692005096908,-0.029825397173318002,-0.01643429705556798,-0.02164577970065995
2020-02-07,0.02925205390168717,0.021695517529067843,0.02673712140720763,0.04520362254627397,0.03202422636126201
2020-02-14,0.01918742913360738,0.0034739978293831797,0.01815042651699006,0.023457465435859248,0.01612485599025426
2020-02-21,-0.020803107798976317,-0.013676560601234122,-0.004776194004188383,-0.01879996992097599,-0.012278724837441857
2020-02-28,-0.06612582998021743,-0.09232623882614055,-0.13272800810815877,-0.11234763244716195,-0.11834573033238716
2020-03-06,-0.009671639345757654,-0.0079038488100176,-0.013277069125531504,0.010729473432768977,0.004042164400050119
2020-03-13,-0.10472369918030866,-0.15450173152286473,-0.18952191108892258,-0.07836971078790533,-0.09937954637641688
2020-03-20,-0.1418673470282088,-0.11738140394674001,-0.16399219746214388,-0.11935690688312484,-0.15718870778106098
2020-03-27,0.06152463217549853,0.11643592401723701,0.10827250262543409,0.08419742798389507,0.10219999735988061
2020-04-03,-0.006618626923230231,-0.03778371949397519,-0.07315157996070187,-0.010470599789878854,-0.020853804466635317
2020-04-10,0.06485917854164969,0.08778043146694614,0.167686147533618,0.09110230585952372,0.11414583787755728
2020-04-17,0.02541667023818084,0.0030545400063752837,-0.013508157409722443,0.06937793900529066,0.02988659169248553
2020-04-24,-0.01893136934592654,-0.009554020001615982,0.0028633045072883334,-0.006757972035564386,-0.012885944883021416
2020-05-01,-0.007334273361136123,0.0023518920118386077,0.022056887085827093,-0.005157176855597356,-0.0006359878044035483
2020-05-08,0.04213497600139826,0.026744262894919046,0.05609267032347631,0.055407026413499594,0.03355441958376204
2020-05-15,-0.022232323353456707,-0.030002146389965123,-0.05657193741240363,-0.007096085498057292,-0.021289027606417044
2020-05-22,0.01104061232958653,0.031935711034359215,0.07550576402132769,0.028218200671085825,0.03149543303596847
2020-05-29,0.035062996598212326,0.04615269137183464,0.029294566540516875,0.015982431263088515,0.029613925717168144
2020-06-05,0.08116324818965914,0.06774015574544556,0.0780805562509359,0.026763959003436533,0.04817678502992173
2020-06-12,-0.025994722653901015,-0.040286819873910584,-0.08262631463235426,-0.01602314906196245,-0.04853806744972644
2020-06-19,0.007038785337559528,0.009845116827076783,0.02285653309009472,0.03482812157003501,0.018848001539258696
2020-06-26,0.0005009260945900706,-0.009051330462584772,-0.03111941869607815,-0.014858759907766306,-0.028226659311001434
2020-07-03,0.03493573723710952,0.020939873046499358,0.041070355368806766,0.04862776389508383,0.03979128829921752
2020-07-10,0.04445186273984403,0.009024999640177889,-0.007683881588967267,0.04565261552205957,0.01702112883500817
2020-07-17,-0.010929246653533564,0.01875452655155918,0.0366837544159786,-0.01738706691811931,0.0129203033962213
2020-07-24,0.008613866237088263,-0.003944306759020133,-0.0034853678675492716,-0.014991231137734928,-0.0026143519593162523
2020-07-31,0.003471063352989745,-0.01931264708289948,0.008724233140311455,0.039249375532397934,0.01742382057681713
2020-08-07,0.013309078469580626,0.02514466399189441,0.05806663427199332,0.02114525736255235,0.024355072132885347
2020-08-14,0.008398686179028836,0.018220523722593196,0.005873751006359562,0.0025383972192924986,0.006762089716660924
2020-08-21,0.000903742135969221,-0.005881519725464024,-0.015913147089220203,0.03505565994116644,0.007806894608780368
2020-08-28,0.02827761063248646,0.01632072434753873,0.01610398524630252,0.03712138140447241,0.03217375596998728
2020-09-04,-0.026923673517591062,-0.014769569702946406,-0.027879871724681315,-0.031072951075289623,-0.023112867263630932
2020-09-11,-0.009289684694920641,0.004330365080871701,-0.02417745947350447,-0.04740700125995012,-0.02515542724048636
2020-09-18,0.013341115524999392,0.005079602806766559,0.027379024802174357,-0.013325847030035476,-0.006265180187445374
2020-09-25,-0.03613484420553359,-0.031981497431623485,-0.04211616603237367,0.017421554741293477,-0.005823591870875333
2020-10-02,0.024158544148210837,0.012759131927193579,0.04304602731162177,0.010075692352364385,0.015425000234780661
2020-10-09,0.040976665102006926,0.02763163158744275,0.06245109852388442,0.04071870657621002,0.03823060776938281
2020-10-16,-0.005908775935416166,-0.01441516738102333,-0.00215360561164335,0.009752591043748815,0.0012680141218250895
2020-10-23,0.016543635329696382,0.0037002646095203318,0.0044250628489548305,-0.01315343125458135,-0.004357812059675226
2020-10-30,-0.03537643075841235,-0.05683279006456621,-0.06315351221729237,-0.05545370260063809,-0.05725011996037388
2020-11-06,0.06954419339942586,0.07558462344272554,0.06652066286687663,0.08952957990008326,0.06983789341971924
2020-11-13,0.008310975449584479,0.04662307640646901,0.05863085347750463,-0.012569646216588737,0.022422019013172978
2020-11-20,0.014991789169692904,0.014028334499763595,0.0227931271263353,-0.0018923548245570743,-0.007765354858364049
2020-11-27,0.019778329334253275,0.019147525076565586,0.03797389414745833,0.029286745791941016,0.02319992581057928
2020-12-04,0.016057395838772415,0.011507941805554367,0.02056067463280531,0.021537902747806648,0.016850598140612405
2020-12-11,-0.0025598100816424108,-0.004975266884112095,0.011096409399909746,-0.012084912004686643,-0.009644978354562461
2020-12-18,0.015594728954743342,0.016426784167294706,0.029255470028164865,0.026835511889633956,0.012085286955032082
2020-12-25,-0.017009895120836394,-0.004274824826413948,0.018613694201224718,0.0001973536054871161,-0.0004874972078701134
2021-01-01,0.0302575722130749,0.00825776039049142,-0.0149344222129697,0.013412678414441714,0.013138221427810848
2021-01-08,0.05716911212229947,0.037262978568676886,0.05777029350552443,0.016720386564050393,0.01954661253516754
2021-01-15,-0.006601890543739941,-0.01771848257705333,0.014481706948800799,-0.022730823111661635,-0.014690719025042043
2021-01-22,0.026866917482601504,0.010030236163831141,0.0199652863035773,0.04256240069448136,0.01893076616785283
2021-01-29,-0.04618747230383491,-0.03741802406873784,-0.04490013191337727,-0.03394192130910234,-0.034029439812169215
2021-02-05,0.05350434001760407,0.03154588180184614,0.075361749912644,0.052030438956309766,0.046565508353522134
2021-02-12,0.027360458385012443,0.021189859869910066,0.024995064320640914,0.015244304757209726,0.012635423964503012
2021-02-19,-0.004682277481017572,-0.0007865012864787246,-0.00915015000657693,-0.01627085046351162,-0.006669420118297964
2021-02-26,-0.06833493942741109,-0.029817157169386377,-0.031028376635571675,-0.0523398056223785,-0.025105530886563976
2021-03-05,0.0018595547689455039,0.00834228063447906,-0.0027522813515510336,-0.017533991626326184,0.008560388893014803
2021-03-12,0.0029678120454401657,0.021868321331422358,0.07040361738083423,0.021727161035482112,0.026824373826710435
2021-03-19,0.001665526777392845,0.0019644389410942154,-0.02888171412674012,-0.007381845535968878,-0.0084206195508445
2021-03-26,-0.015091120210607656,0.0022218097920658764,-0.026410401124774552,0.010354156264757108,0.016551221517001835
2021-04-02,0.011014862754490373,0.0033886514338039575,0.014088007522246926,0.026759106190934467,0.011624530760289353
2021-04-09,-0.005772541641312134,0.014594794985303139,-0.005153163778657266,0.03790802194993326,0.026796518505950218
2021-04-16,0.014828878832696457,0.016531424348560364,0.009212280821924601,0.014430520511422351,0.013924659765303105
2021-04-23,0.005138652944550515,-0.0027784429925228338,0.004928852010340989,-0.007601546888996502,-0.0012468398693110672
2021-04-30,-0.011969762888721647,-0.012215422421286704,-0.0038610802569634117,-0.004222002185853668,0.0013427641241046118
2021-05-07,0.013067391763933678,0.029020515750913134,0.002220803441661978,-0.011276425764345177,0.011484334505374783
